protein_id	matrixdb_ecm	matrisome_category	matrisome_subcategory	dataset	interaction_count
Q8K4L6	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q9ES02	True			Swiss-Prot	0
Q7ZV46	True			Swiss-Prot	0
Q641Q3	True			Swiss-Prot	3
Q8VE43	True			Swiss-Prot	0
Q5RJL6	True			Swiss-Prot	0
Q9UJH8	True			Swiss-Prot	4
Q8C1Q4	True			Swiss-Prot	0
Q5Q0T9	True			Swiss-Prot	0
Q6UXV4	True			Swiss-Prot	46
Q9BU76	True			Swiss-Prot	84
Q8TD46	True			Swiss-Prot	88
A0A1B0GUY1	True			Swiss-Prot	0
Q9H3R2	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	19
P19467	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
P97881	True			Swiss-Prot	0
Q8MI01	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
Q90YC9	True			Swiss-Prot	0
Q6NZ13	True			Swiss-Prot	0
P41271	True			Swiss-Prot	56
Q61477	True			Swiss-Prot	1
Q06880	True			Swiss-Prot	1
Q9HCD5	True			Swiss-Prot	50
P56597	True			Swiss-Prot	71
Q99MH5	True			Swiss-Prot	0
Q9QXL8	True			Swiss-Prot	1
Q9QXL7	True			Swiss-Prot	0
Q2KI78	True			Swiss-Prot	0
Q00604	True			Swiss-Prot	55
P48744	True			Swiss-Prot	0
Q7L592	True			Swiss-Prot	22
Q9BYT8	True			Swiss-Prot	31
Q9BT67	True			Swiss-Prot	119
Q8R0W6	True			Swiss-Prot	1
Q5U2S1	True			Swiss-Prot	0
P13600	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P05200	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q6YBR5	True			Swiss-Prot	2
P01138	True	Matrisome-associated	Secreted Factors	Swiss-Prot	168
Q8NBF2	True			Swiss-Prot	7
Q5JS37	True			Swiss-Prot	3
Q0VBW8	True			Swiss-Prot	0
Q5H8A3	True			Swiss-Prot	2
Q5H8A1	True			Swiss-Prot	0
Q5H8A2	True			Swiss-Prot	0
P46531	True			Swiss-Prot	750
Q01705	True			Swiss-Prot	11
Q04721	True			Swiss-Prot	271
O35516	True			Swiss-Prot	2
Q9QW30	True			Swiss-Prot	0
Q9UM47	True			Swiss-Prot	207
Q99466	True			Swiss-Prot	184
O35764	True			Swiss-Prot	0
Q9GM96	True			Swiss-Prot	0
Q9HCQ7	True			Swiss-Prot	9
Q9ESQ8	True			Swiss-Prot	0
Q9ESQ9	True			Swiss-Prot	0
B2KKR4	True			Swiss-Prot	0
Q8N729	True			Swiss-Prot	39
Q8MI35	True			Swiss-Prot	0
Q8K1M5	True			Swiss-Prot	0
O60462	True			Swiss-Prot	147
Q7Z3S9	True			Swiss-Prot	287
P0DPK3	True			Swiss-Prot	0
P0DPK4	True			Swiss-Prot	217
Q9GZU5	True	Core matrisome	Proteoglycans	Swiss-Prot	28
P83503	True	Core matrisome	Proteoglycans	Swiss-Prot	0
P07435	True			Swiss-Prot	0
P81245	True			Swiss-Prot	0
P08937	True			Swiss-Prot	0
A5D8V7	True			Swiss-Prot	40
Q8BSN3	True			Swiss-Prot	0
A5PK42	True			Swiss-Prot	0
Q96NG3	True			Swiss-Prot	20
Q9D4B2	True			Swiss-Prot	0
A1YQ93	True			Swiss-Prot	0
A1YQ91	True			Swiss-Prot	0
A1E959	True			Swiss-Prot	30
A1E960	True			Swiss-Prot	0
Q003G9	True			Swiss-Prot	0
Q14982	True			Swiss-Prot	262
P02818	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	32
P86546	True			Swiss-Prot	0
Q8HYY9	True			Swiss-Prot	0
P39056	True			Swiss-Prot	0
P04640	True			Swiss-Prot	0
P83862	True			Swiss-Prot	0
P83859	True			Swiss-Prot	3
Q8CE23	True			Swiss-Prot	0
P83860	True			Swiss-Prot	0
P04054	True			Swiss-Prot	58
Q9Z0Y2	True			Swiss-Prot	0
P00592	True			Swiss-Prot	0
Q7M334	True			Swiss-Prot	0
P04055	True			Swiss-Prot	0
P14419	True			Swiss-Prot	0
P09466	True			Swiss-Prot	42
Q8NBP7	True			Swiss-Prot	77
Q80W65	True			Swiss-Prot	1
P59996	True			Swiss-Prot	0
Q08493	True			Swiss-Prot	46
Q86H13	True			Swiss-Prot	0
P04094	True			Swiss-Prot	0
A6NC86	True			Swiss-Prot	0
Q9CQD7	True			Swiss-Prot	0
P02777	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P02776	True	Matrisome-associated	Secreted Factors	Swiss-Prot	254
Q9Z126	True	Matrisome-associated	Secreted Factors	Swiss-Prot	2
P30034	True			Swiss-Prot	0
P83470	True			Swiss-Prot	0
P06765	True			Swiss-Prot	1
P30035	True			Swiss-Prot	0
Q15195	True			Swiss-Prot	1
Q02325	True			Swiss-Prot	0
Q9XS47	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P49763	True	Matrisome-associated	Secreted Factors	Swiss-Prot	75
P49764	True	Matrisome-associated	Secreted Factors	Swiss-Prot	1
O43157	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	95
P10619	True	Matrisome-associated	ECM Regulators	Swiss-Prot	50
Q5R3F8	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	2
Q68FM6	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	1
Q9JII2	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q9JII4	True			Swiss-Prot	0
O35257	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P24800	True			Swiss-Prot	0
O54830	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
O54831	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q9R006	True			Swiss-Prot	0
Q8CGZ9	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q00LT9	True			Swiss-Prot	0
Q00LT1	True			Swiss-Prot	0
Q00LT2	True			Swiss-Prot	0
Q9GKN8	True	Core matrisome	Proteoglycans	Swiss-Prot	2
P51888	True	Core matrisome	Proteoglycans	Swiss-Prot	31
Q9JK53	True	Core matrisome	Proteoglycans	Swiss-Prot	0
Q9EQP5	True			Swiss-Prot	1
P16471	True			Swiss-Prot	235
P01239	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P05143	True			Swiss-Prot	0
P10164	True			Swiss-Prot	0
P25787	True			Swiss-Prot	157
Q99460	True			Swiss-Prot	190
P15781	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
P17129	True			Swiss-Prot	0
P07988	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	33
P50405	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
P15782	True			Swiss-Prot	0
P15285	True			Swiss-Prot	0
P22355	True			Swiss-Prot	0
P01268	True			Swiss-Prot	0
P52212	True			Swiss-Prot	0
P15743	True			Swiss-Prot	0
P01270	True			Swiss-Prot	37
P01269	True			Swiss-Prot	0
P04089	True			Swiss-Prot	0
Q9BRX8	True			Swiss-Prot	31
Q9CYH2	True			Swiss-Prot	0
Q6AXX6	True			Swiss-Prot	2
P18613	True			Swiss-Prot	1
P01348	True			Swiss-Prot	1
P12661	True			Swiss-Prot	1
P10745	True			Swiss-Prot	38
P49194	True			Swiss-Prot	0
P12662	True			Swiss-Prot	0
P12664	True			Swiss-Prot	0
P12663	True			Swiss-Prot	0
P18902	True			Swiss-Prot	0
P41263	True			Swiss-Prot	1
P00671	True			Swiss-Prot	1
P67927	True			Swiss-Prot	0
P39873	True			Swiss-Prot	0
Q29543	True			Swiss-Prot	0
Q70IB2	True			Swiss-Prot	0
Q5GAN6	True			Swiss-Prot	18
Q9D5A9	True			Swiss-Prot	0
Q54PX9	True			Swiss-Prot	0
Q54Q51	True			Swiss-Prot	0
Q8C850	True			Swiss-Prot	0
A0A411D538	True			Swiss-Prot	0
B9UIU9	True			Swiss-Prot	0
D6QY17	True			Swiss-Prot	0
Q921W8	True			Swiss-Prot	0
Q9JL59	True			Swiss-Prot	0
O77257	True			Swiss-Prot	0
Q23911	True			Swiss-Prot	0
Q54KD5	True			Swiss-Prot	0
Q08DZ5	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
P18828	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	2
P26260	True			Swiss-Prot	5
A5PJN0	True			Swiss-Prot	0
O76038	True			Swiss-Prot	23
Q91WD9	True			Swiss-Prot	1
Q06A97	True			Swiss-Prot	0
Q6R556	True			Swiss-Prot	0
Q8IWL2	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	18
A0JNN2	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
Q6UW10	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	8
E9PXB6	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
P0C7M3	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
Q6RXL1	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
P06908	True			Swiss-Prot	0
P35242	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
P49874	True			Swiss-Prot	0
P12842	True			Swiss-Prot	0
P08427	True			Swiss-Prot	0
Q9TT06	True			Swiss-Prot	0
P35246	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
Q54SR8	True			Swiss-Prot	0
Q55GC7	True			Swiss-Prot	0
P04278	True			Swiss-Prot	29
P97497	True			Swiss-Prot	0
P15196	True			Swiss-Prot	0
P08689	True			Swiss-Prot	0
Q92182	True			Swiss-Prot	0
P15907	True			Swiss-Prot	29
Q64685	True			Swiss-Prot	0
P13721	True			Swiss-Prot	2
F1MDB2	True			Swiss-Prot	0
Q8N5G0	True			Swiss-Prot	5
D3Z7Q2	True			Swiss-Prot	0
C0HLM6	True			Swiss-Prot	0
P03973	True	Matrisome-associated	ECM Regulators	Swiss-Prot	110
P83107	True			Swiss-Prot	0
Q98930	True			Swiss-Prot	0
Q92673	True			Swiss-Prot	172
O88307	True			Swiss-Prot	4
Q95209	True			Swiss-Prot	0
P0DSP1	True			Swiss-Prot	0
Q9TTE1	True			Swiss-Prot	2
A2I7M9	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q3ZEJ6	True			Swiss-Prot	2
A2I7N0	True			Swiss-Prot	0
A2I7N1	True			Swiss-Prot	0
A2I7N2	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
A2I7N3	True			Swiss-Prot	0
A6QPQ2	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q6P4P1	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q8BYY9	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
P29621	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q80X76	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q5I2A0	True	Matrisome-associated	ECM Regulators	Swiss-Prot	2
P07759	True	Matrisome-associated	ECM Regulators	Swiss-Prot	2
P05545	True			Swiss-Prot	2
O70558	True			Swiss-Prot	0
O70560	True			Swiss-Prot	0
P13213	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	10
P36377	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
P09486	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	181
P07214	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	22
F1QQI2	True			Swiss-Prot	0
A0A077DF94	True			Swiss-Prot	0
Q0VC44	True			Swiss-Prot	0
P10124	True	Core matrisome	Proteoglycans	Swiss-Prot	166
P13609	True	Core matrisome	Proteoglycans	Swiss-Prot	1
P04917	True			Swiss-Prot	0
O60687	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	79
Q8R054	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
B5DF94	True			Swiss-Prot	0
Q7Z2R9	True			Swiss-Prot	0
A2VD23	True			Swiss-Prot	0
Q15833	True			Swiss-Prot	38
M5A8F1	True			Swiss-Prot	0
Q9UGT4	True			Swiss-Prot	12
Q9DBX3	True			Swiss-Prot	0
Q5VX71	True			Swiss-Prot	34
Q3T0G8	True			Swiss-Prot	0
P37840	True			Swiss-Prot	699
O55042	True			Swiss-Prot	14
Q80Z71	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q00546	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q92752	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	341
Q8BYI9	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	15
Q05546	True			Swiss-Prot	2
P18292	True			Swiss-Prot	1
Q16762	True			Swiss-Prot	19
Q08629	True	Core matrisome	Proteoglycans	Swiss-Prot	133
Q62288	True	Core matrisome	Proteoglycans	Swiss-Prot	0
Q92563	True	Core matrisome	Proteoglycans	Swiss-Prot	65
Q9ER58	True	Core matrisome	Proteoglycans	Swiss-Prot	0
Q9BQ16	True	Core matrisome	Proteoglycans	Swiss-Prot	76
Q8BKV0	True	Core matrisome	Proteoglycans	Swiss-Prot	0
Q99JR5	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q9EQT5	True			Swiss-Prot	0
O95407	True			Swiss-Prot	24
Q06599	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P51742	True			Swiss-Prot	0
P01375	True	Matrisome-associated	Secreted Factors	Swiss-Prot	421
Q28198	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
P00750	True	Matrisome-associated	ECM Regulators	Swiss-Prot	417
P11214	True	Matrisome-associated	ECM Regulators	Swiss-Prot	2
Q8SQ23	True			Swiss-Prot	0
P19637	True			Swiss-Prot	1
A0A1B0GX56	True			Swiss-Prot	0
A0JD37	True			Swiss-Prot	0
Q65Z91	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q58A48	True			Swiss-Prot	0
Q8WUA8	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	3
Q8CBR6	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q6QMY6	True			Swiss-Prot	0
Q969D9	True			Swiss-Prot	15
P35440	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
P35442	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	165
Q03350	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	2
Q8JHW2	True			Swiss-Prot	0
Q1L8P7	True			Swiss-Prot	0
P49746	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	121
Q05895	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q8JGW0	True			Swiss-Prot	0
Q3SWW8	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
P35443	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	141
Q9Z1T2	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	1
P49744	True			Swiss-Prot	1
Q9GZX9	True			Swiss-Prot	20
Q9EP52	True			Swiss-Prot	0
Q3V129	True			Swiss-Prot	0
P83121	True			Swiss-Prot	0
Q29100	True			Swiss-Prot	0
P27590	True			Swiss-Prot	0
Q86UX7	True			Swiss-Prot	157
P01284	True			Swiss-Prot	0
P32649	True			Swiss-Prot	0
P01283	True			Swiss-Prot	0
P63291	True			Swiss-Prot	0
O95497	True			Swiss-Prot	7
Q9Z0K8	True			Swiss-Prot	0
O95498	True			Swiss-Prot	55
Q9QZ25	True			Swiss-Prot	0
Q9UEU0	True			Swiss-Prot	250
Q8TAG5	True			Swiss-Prot	2
Q8R0A6	True			Swiss-Prot	0
Q96N03	True			Swiss-Prot	220
Q6PDS0	True			Swiss-Prot	0
P04004	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	236
P29788	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	2
P48819	True			Swiss-Prot	0
P22458	True			Swiss-Prot	0
P30205	True			Swiss-Prot	0
Q9H1F0	True			Swiss-Prot	2
Q8IUB3	True			Swiss-Prot	1
Q8BH89	True			Swiss-Prot	0
Q9JHY4	True			Swiss-Prot	0
Q3UW55	True			Swiss-Prot	0
F6ULY1	True			Swiss-Prot	0
Q8NEX6	True			Swiss-Prot	0
A2A5H7	True			Swiss-Prot	0
P43446	True			Swiss-Prot	0
Q9GZT5	True	Matrisome-associated	Secreted Factors	Swiss-Prot	27
P70701	True	Matrisome-associated	Secreted Factors	Swiss-Prot	1
Q801F7	True			Swiss-Prot	0
O00744	True	Matrisome-associated	Secreted Factors	Swiss-Prot	35
P48614	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q9DBH0	True			Swiss-Prot	1
Q559W3	True			Swiss-Prot	0
Q54P38	True			Swiss-Prot	0
Q8MP30	True			Swiss-Prot	0
P60852	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	5
Q62005	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
I6M4H4	True			Swiss-Prot	0
O54766	True			Swiss-Prot	0
Q9BH10	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
P47983	True			Swiss-Prot	0
Q05996	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	59
P20239	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q63041	True			Swiss-Prot	1
Q5EGZ1	True			Swiss-Prot	0
P07828	True			Swiss-Prot	0
Q7Z4H4	True			Swiss-Prot	3
Q7TNK8	True			Swiss-Prot	0
P61312	True			Swiss-Prot	0
C9JUS6	True			Swiss-Prot	0
A5LHG2	True			Swiss-Prot	0
O62827	True			Swiss-Prot	0
Q8K209	True			Swiss-Prot	2
Q8K3V3	True			Swiss-Prot	0
E7F5F0	True			Swiss-Prot	0
E7FAP8	True			Swiss-Prot	0
P45377	True			Swiss-Prot	0
P55789	True			Swiss-Prot	67
Q6UX39	True			Swiss-Prot	14
Q9D3J8	True			Swiss-Prot	0
Q3HS82	True			Swiss-Prot	0
P0DUB6	True			Swiss-Prot	0
P0DTE7	True			Swiss-Prot	0
P0DTE8	True			Swiss-Prot	0
P48036	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	6
P14668	True			Swiss-Prot	2
P06728	True			Swiss-Prot	1
P02651	True			Swiss-Prot	2
Q6Q788	True			Swiss-Prot	35
Q8C7G5	True			Swiss-Prot	0
Q9QUH3	True			Swiss-Prot	1
P08519	True	Matrisome-associated	ECM Regulators	Swiss-Prot	64
Q17QB3	True			Swiss-Prot	0
Q13510	True			Swiss-Prot	40
Q9WV54	True			Swiss-Prot	1
Q6P7S1	True			Swiss-Prot	2
Q5W7F1	True			Swiss-Prot	0
Q9NR71	True			Swiss-Prot	2
Q9JHE3	True			Swiss-Prot	0
Q91XT9	True			Swiss-Prot	0
Q8N6G6	True	Matrisome-associated	ECM Regulators	Swiss-Prot	7
Q8BLI0	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q86TH1	True	Matrisome-associated	ECM Regulators	Swiss-Prot	30
Q7TSK7	True	Matrisome-associated	ECM Regulators	Swiss-Prot	3
Q8TE56	True	Matrisome-associated	ECM Regulators	Swiss-Prot	37
Q8TE60	True	Matrisome-associated	ECM Regulators	Swiss-Prot	37
Q4VC17	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q8TE59	True	Matrisome-associated	ECM Regulators	Swiss-Prot	24
P59509	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q9UHI8	True	Matrisome-associated	ECM Regulators	Swiss-Prot	89
P97857	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q9WUQ1	True			Swiss-Prot	0
P59510	True	Matrisome-associated	ECM Regulators	Swiss-Prot	45
P59511	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
P79331	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
O95450	True	Matrisome-associated	ECM Regulators	Swiss-Prot	62
Q8C9W3	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
O15072	True	Matrisome-associated	ECM Regulators	Swiss-Prot	97
P08037	True			Swiss-Prot	1
P15291	True			Swiss-Prot	80
P15535	True			Swiss-Prot	11
P80225	True			Swiss-Prot	0
P17213	True			Swiss-Prot	30
Q67E05	True			Swiss-Prot	0
Q28739	True			Swiss-Prot	0
Q6AXU0	True			Swiss-Prot	0
A6NE02	True			Swiss-Prot	25
Q9DB72	True			Swiss-Prot	1
P02745	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	266
P98086	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	7
Q69DL0	True			Swiss-Prot	0
P31720	True			Swiss-Prot	1
Q3T0B6	True			Swiss-Prot	0
Q07021	True			Swiss-Prot	556
O35658	True			Swiss-Prot	61
O35796	True			Swiss-Prot	9
Q2KIV9	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
P02746	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	250
P14106	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	2
P31721	True			Swiss-Prot	1
P02747	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	206
Q02105	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	2
P31722	True			Swiss-Prot	3
Q8CFR0	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	3
Q6ZMU1	True			Swiss-Prot	1
O97113	True			Swiss-Prot	0
O60911	True	Matrisome-associated	ECM Regulators	Swiss-Prot	67
Q9JL96	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
P00730	True			Swiss-Prot	0
P15085	True			Swiss-Prot	20
Q7TPZ8	True			Swiss-Prot	0
P09954	True			Swiss-Prot	0
P00731	True			Swiss-Prot	0
P48052	True			Swiss-Prot	129
Q504N0	True			Swiss-Prot	0
P19222	True			Swiss-Prot	0
P15088	True			Swiss-Prot	17
P84444	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P86792	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P86793	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q56A40	True			Swiss-Prot	0
Q4G0X9	True			Swiss-Prot	22
Q8BI79	True			Swiss-Prot	0
Q09141	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q68AY9	True			Swiss-Prot	0
P80075	True	Matrisome-associated	Secreted Factors	Swiss-Prot	128
Q9Z121	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P49873	True			Swiss-Prot	0
P51670	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q6YHK3	True	Matrisome-associated	ECM Regulators	Swiss-Prot	41
Q8R422	True	Matrisome-associated	ECM Regulators	Swiss-Prot	1
P29965	True			Swiss-Prot	223
P27548	True			Swiss-Prot	0
Q95MQ5	True			Swiss-Prot	0
Q9Z2V2	True			Swiss-Prot	0
Q29423	True			Swiss-Prot	0
Q28284	True			Swiss-Prot	0
P15379	True			Swiss-Prot	13
P26051	True			Swiss-Prot	1
Q49AH0	True			Swiss-Prot	0
Q8CC36	True			Swiss-Prot	0
P0C5I0	True			Swiss-Prot	0
P31809	True			Swiss-Prot	2
P16573	True			Swiss-Prot	1
Q925P2	True			Swiss-Prot	0
P30122	True			Swiss-Prot	0
P19835	True			Swiss-Prot	27
Q64285	True			Swiss-Prot	0
P07882	True			Swiss-Prot	0
Q9PWB0	True			Swiss-Prot	0
O95813	True			Swiss-Prot	250
O55233	True			Swiss-Prot	0
Q54Z64	True			Swiss-Prot	0
Q1ZXJ7	True			Swiss-Prot	0
Q13231	True			Swiss-Prot	15
Q9D7Q1	True			Swiss-Prot	0
O00299	True			Swiss-Prot	165
Q96KN2	True			Swiss-Prot	27
Q8BUG2	True			Swiss-Prot	0
Q66HG3	True			Swiss-Prot	0
Q7SIB2	True	Core matrisome	Collagens	Swiss-Prot	0
P02462	True	Core matrisome	Collagens	Swiss-Prot	103
P02463	True	Core matrisome	Collagens	Swiss-Prot	1
Q7SIB3	True	Core matrisome	Collagens	Swiss-Prot	0
P08572	True	Core matrisome	Collagens	Swiss-Prot	153
P08122	True	Core matrisome	Collagens	Swiss-Prot	0
Q28084	True	Core matrisome	Collagens	Swiss-Prot	0
Q01955	True	Core matrisome	Collagens	Swiss-Prot	30
Q9QZS0	True	Core matrisome	Collagens	Swiss-Prot	0
Q29442	True	Core matrisome	Collagens	Swiss-Prot	0
P53420	True	Core matrisome	Collagens	Swiss-Prot	41
Q9QZR9	True	Core matrisome	Collagens	Swiss-Prot	0
P55787	True			Swiss-Prot	0
Q28247	True			Swiss-Prot	0
P29400	True	Core matrisome	Collagens	Swiss-Prot	29
Q14993	True	Core matrisome	Collagens	Swiss-Prot	58
Q0VF58	True	Core matrisome	Collagens	Swiss-Prot	0
Q9P218	True	Core matrisome	Collagens	Swiss-Prot	86
Q923P0	True	Core matrisome	Collagens	Swiss-Prot	0
Q2LK95	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
Q9Y6Z7	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	50
Q8CF98	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
Q17QH6	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
Q2LK94	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
Q5U3G1	True			Swiss-Prot	0
Q9BWP8	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	50
Q3SXB8	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	1
A6QP79	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	0
Q27954	True			Swiss-Prot	2
P53621	True			Swiss-Prot	208
Q8CIE6	True			Swiss-Prot	24
Q8IZC6	True	Core matrisome	Collagens	Swiss-Prot	1
Q5QNQ9	True	Core matrisome	Collagens	Swiss-Prot	1
Q80ZF0	True			Swiss-Prot	0
P08516	True			Swiss-Prot	0
O35728	True			Swiss-Prot	1
Q5TCH4	True			Swiss-Prot	8
Q91WL5	True			Swiss-Prot	0
Q0P5P2	True			Swiss-Prot	3
Q3V3I5	True			Swiss-Prot	0
P0CD95	True			Swiss-Prot	0
Q96MU5	True			Swiss-Prot	0
P12399	True			Swiss-Prot	0
P04813	True			Swiss-Prot	0
F1RWC3	True			Swiss-Prot	1
P01040	True	Matrisome-associated	ECM Regulators	Swiss-Prot	141
P56567	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
P01039	True			Swiss-Prot	0
Q8N907	True			Swiss-Prot	0
Q76LW6	True			Swiss-Prot	0
Q64263	True			Swiss-Prot	0
P50716	True			Swiss-Prot	0
Q9H1M4	True			Swiss-Prot	25
Q7Z7B8	True			Swiss-Prot	1
Q9H1M3	True			Swiss-Prot	4
Q7Z7B7	True			Swiss-Prot	2
A6NHG4	True			Swiss-Prot	4
O75398	True			Swiss-Prot	187
O88450	True			Swiss-Prot	1
P59666	True			Swiss-Prot	27
P01376	True			Swiss-Prot	0
P19427	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q07507	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	19
Q9QZZ6	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
P45846	True			Swiss-Prot	0
Q54EW8	True			Swiss-Prot	0
Q9UGM3	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	97
Q60997	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	1
Q4A3R3	True			Swiss-Prot	0
Q95218	True			Swiss-Prot	0
Q8CIZ5	True			Swiss-Prot	0
Q32KS2	True			Swiss-Prot	0
Q9UI46	True			Swiss-Prot	37
Q8C0M8	True			Swiss-Prot	0
Q5XIL8	True			Swiss-Prot	0
Q8WXX5	True			Swiss-Prot	67
Q91WN1	True			Swiss-Prot	5
A5PK65	True			Swiss-Prot	0
Q5ZMG0	True			Swiss-Prot	0
P30046	True			Swiss-Prot	22
O35215	True			Swiss-Prot	0
