protein_id	matrixdb_ecm	matrisome_category	matrisome_subcategory	dataset	interaction_count
W5Q2Y4	True			UniProtKB unreviewed (TrEMBL)	0
W5Q390	True			UniProtKB unreviewed (TrEMBL)	0
W5Q5B3	True			UniProtKB unreviewed (TrEMBL)	0
W5Q5P5	True			UniProtKB unreviewed (TrEMBL)	0
W5Q605	True			UniProtKB unreviewed (TrEMBL)	0
W5Q674	True			UniProtKB unreviewed (TrEMBL)	0
W5Q8I5	True			UniProtKB unreviewed (TrEMBL)	0
W5Q8U4	True			UniProtKB unreviewed (TrEMBL)	0
W5QA40	True			UniProtKB unreviewed (TrEMBL)	0
W5QAD7	True			UniProtKB unreviewed (TrEMBL)	0
W5QAD9	True			UniProtKB unreviewed (TrEMBL)	0
W5QAH1	True			UniProtKB unreviewed (TrEMBL)	0
W5QBM5	True			UniProtKB unreviewed (TrEMBL)	0
W5QDG9	True			UniProtKB unreviewed (TrEMBL)	0
W5QDP8	True			UniProtKB unreviewed (TrEMBL)	0
W5QDR1	True			UniProtKB unreviewed (TrEMBL)	0
W5QEP7	True			UniProtKB unreviewed (TrEMBL)	0
W5QF83	True			UniProtKB unreviewed (TrEMBL)	0
W5QFE5	True			UniProtKB unreviewed (TrEMBL)	0
W5QFW2	True			UniProtKB unreviewed (TrEMBL)	0
W5QG27	True			UniProtKB unreviewed (TrEMBL)	0
W5QGX5	True			UniProtKB unreviewed (TrEMBL)	0
W5QH97	True			UniProtKB unreviewed (TrEMBL)	0
W5QHB6	True			UniProtKB unreviewed (TrEMBL)	0
W5QHQ8	True			UniProtKB unreviewed (TrEMBL)	0
W5QI55	True			UniProtKB unreviewed (TrEMBL)	0
W5QI58	True			UniProtKB unreviewed (TrEMBL)	0
W5QJ91	True			UniProtKB unreviewed (TrEMBL)	0
W5QJ92	True			UniProtKB unreviewed (TrEMBL)	0
A0A067YHI4	True			UniProtKB unreviewed (TrEMBL)	0
A0A0A0YQ60	True			UniProtKB unreviewed (TrEMBL)	0
A0A0M4MFY8	True			UniProtKB unreviewed (TrEMBL)	0
A0A0U3AJW2	True			UniProtKB unreviewed (TrEMBL)	0
A0A1W6BTM6	True			UniProtKB unreviewed (TrEMBL)	0
A0A2V0A0D7	True			UniProtKB unreviewed (TrEMBL)	0
A0A2V0A0S6	True			UniProtKB unreviewed (TrEMBL)	0
A0A3Q9U494	True			UniProtKB unreviewed (TrEMBL)	0
A0A451G5F2	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3CXN5	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3CXP3	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EAC6	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EE96	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EGX0	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EM03	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3TBW6	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3TJ17	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3TKJ3	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3TNH6	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3TP46	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3TVY2	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3YN16	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DCR0	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DGP6	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DM26	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DQH3	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7E275	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7E720	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7ED45	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7EQE0	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7ERB7	True			UniProtKB unreviewed (TrEMBL)	0
A0A7S8F7P7	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZHE1	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZJB9	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZJG6	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZMV3	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZN89	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZR18	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZRV7	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZSF1	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZSV3	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZUU7	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZV73	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZVE7	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZW72	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZWD0	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZYQ3	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZYV6	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZZ89	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A218	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A2K2	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A2R9	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A2U5	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A3U0	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A5B1	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A5D8	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A5W6	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A768	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A938	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A981	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AAK4	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AAP4	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AAR4	True			UniProtKB unreviewed (TrEMBL)	0
A0A836ABE1	True			UniProtKB unreviewed (TrEMBL)	0
A0A836ACU1	True			UniProtKB unreviewed (TrEMBL)	0
A0A836ACY8	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AD53	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AD63	True			UniProtKB unreviewed (TrEMBL)	0
A0A836ADT6	True			UniProtKB unreviewed (TrEMBL)	0
A0A836ADT7	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AE26	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AE52	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AFC5	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AFP1	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AFR7	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AFS0	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AFS2	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AG47	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AGJ0	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AH48	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AHN1	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AMF5	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AMZ3	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AN14	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AQP3	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CQH5	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CQP4	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CTP0	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CUA1	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CUC9	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CVL8	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CXC9	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CY83	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CYF6	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CYM1	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CYT7	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CZG4	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CZH3	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CZY3	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D045	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D2B8	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D2Z7	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D3I4	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D586	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D591	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D5D4	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D5K8	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D5W7	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D6N9	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D6X3	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D7W2	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D8Z4	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D9T3	True			UniProtKB unreviewed (TrEMBL)	0
A0A836DA39	True			UniProtKB unreviewed (TrEMBL)	0
A0A8K1AVF1	True			UniProtKB unreviewed (TrEMBL)	0
A6N8N9	True			UniProtKB unreviewed (TrEMBL)	0
A6YT16	True			UniProtKB unreviewed (TrEMBL)	0
A6YT18	True			UniProtKB unreviewed (TrEMBL)	0
A9UHP7	True			UniProtKB unreviewed (TrEMBL)	0
B2RG97	True			UniProtKB unreviewed (TrEMBL)	0
B3F594	True			UniProtKB unreviewed (TrEMBL)	0
B5AMJ4	True			UniProtKB unreviewed (TrEMBL)	0
B7TRE9	True			UniProtKB unreviewed (TrEMBL)	0
D6CIQ4	True			UniProtKB unreviewed (TrEMBL)	0
D6PX64	True			UniProtKB unreviewed (TrEMBL)	0
E0WMY9	True			UniProtKB unreviewed (TrEMBL)	0
E0WMZ2	True			UniProtKB unreviewed (TrEMBL)	0
E7BQS1	True			UniProtKB unreviewed (TrEMBL)	0
G3LUQ4	True			UniProtKB unreviewed (TrEMBL)	0
H6SGV5	True			UniProtKB unreviewed (TrEMBL)	0
H9A6I5	True			UniProtKB unreviewed (TrEMBL)	0
Q0H9Q4	True			UniProtKB unreviewed (TrEMBL)	0
Q0PW91	True			UniProtKB unreviewed (TrEMBL)	0
Q0Q2I4	True			UniProtKB unreviewed (TrEMBL)	0
Q0QBF9	True			UniProtKB unreviewed (TrEMBL)	0
Q1WDD9	True			UniProtKB unreviewed (TrEMBL)	0
Q1WKS0	True			UniProtKB unreviewed (TrEMBL)	0
Q30B74	True			UniProtKB unreviewed (TrEMBL)	0
Q49JJ0	True			UniProtKB unreviewed (TrEMBL)	0
Q6PVS3	True			UniProtKB unreviewed (TrEMBL)	0
Q6PVS6	True			UniProtKB unreviewed (TrEMBL)	0
Q6PVS8	True			UniProtKB unreviewed (TrEMBL)	0
Q9BGL7	True			UniProtKB unreviewed (TrEMBL)	0
Q9GJR4	True			UniProtKB unreviewed (TrEMBL)	0
W0NUD6	True			UniProtKB unreviewed (TrEMBL)	0
W5NPR9	True			UniProtKB unreviewed (TrEMBL)	0
W5NQ55	True			UniProtKB unreviewed (TrEMBL)	0
W5NQ89	True			UniProtKB unreviewed (TrEMBL)	0
W5NR83	True			UniProtKB unreviewed (TrEMBL)	0
W5NRI0	True			UniProtKB unreviewed (TrEMBL)	0
W5NSR4	True			UniProtKB unreviewed (TrEMBL)	0
W5NTW3	True			UniProtKB unreviewed (TrEMBL)	0
W5NU76	True			UniProtKB unreviewed (TrEMBL)	0
W5NV32	True			UniProtKB unreviewed (TrEMBL)	0
W5NV66	True			UniProtKB unreviewed (TrEMBL)	0
W5NV73	True			UniProtKB unreviewed (TrEMBL)	0
W5NW55	True			UniProtKB unreviewed (TrEMBL)	0
W5NWX6	True			UniProtKB unreviewed (TrEMBL)	0
W5NZ47	True			UniProtKB unreviewed (TrEMBL)	0
W5P004	True			UniProtKB unreviewed (TrEMBL)	0
W5P094	True			UniProtKB unreviewed (TrEMBL)	0
W5P162	True			UniProtKB unreviewed (TrEMBL)	0
W5P2F0	True			UniProtKB unreviewed (TrEMBL)	0
W5P2M5	True			UniProtKB unreviewed (TrEMBL)	0
W5P3B8	True			UniProtKB unreviewed (TrEMBL)	0
W5P3E3	True			UniProtKB unreviewed (TrEMBL)	0
W5P3F0	True			UniProtKB unreviewed (TrEMBL)	0
W5P5J2	True			UniProtKB unreviewed (TrEMBL)	0
W5P6G5	True			UniProtKB unreviewed (TrEMBL)	0
W5P7E7	True			UniProtKB unreviewed (TrEMBL)	0
W5P7G4	True			UniProtKB unreviewed (TrEMBL)	0
W5P7I9	True			UniProtKB unreviewed (TrEMBL)	0
W5P7S6	True			UniProtKB unreviewed (TrEMBL)	0
W5P813	True			UniProtKB unreviewed (TrEMBL)	0
W5P8J9	True			UniProtKB unreviewed (TrEMBL)	0
W5P8P5	True			UniProtKB unreviewed (TrEMBL)	0
W5P8X4	True			UniProtKB unreviewed (TrEMBL)	0
W5P8X7	True			UniProtKB unreviewed (TrEMBL)	0
W5P8Y9	True			UniProtKB unreviewed (TrEMBL)	0
W5P9D2	True			UniProtKB unreviewed (TrEMBL)	0
W5PA58	True			UniProtKB unreviewed (TrEMBL)	0
W5PA62	True			UniProtKB unreviewed (TrEMBL)	0
W5PAB5	True			UniProtKB unreviewed (TrEMBL)	0
W5PBA2	True			UniProtKB unreviewed (TrEMBL)	0
W5PC76	True			UniProtKB unreviewed (TrEMBL)	0
W5PCM9	True			UniProtKB unreviewed (TrEMBL)	0
W5PEA3	True			UniProtKB unreviewed (TrEMBL)	0
W5PEP6	True			UniProtKB unreviewed (TrEMBL)	0
W5PF09	True			UniProtKB unreviewed (TrEMBL)	0
W5PFC3	True			UniProtKB unreviewed (TrEMBL)	0
W5PFL8	True			UniProtKB unreviewed (TrEMBL)	0
W5PG00	True			UniProtKB unreviewed (TrEMBL)	0
W5PHR7	True			UniProtKB unreviewed (TrEMBL)	0
W5PIQ4	True			UniProtKB unreviewed (TrEMBL)	0
W5PIV5	True			UniProtKB unreviewed (TrEMBL)	0
W5PJ61	True			UniProtKB unreviewed (TrEMBL)	0
W5PLB3	True			UniProtKB unreviewed (TrEMBL)	0
W5PLF8	True			UniProtKB unreviewed (TrEMBL)	0
W5PLF9	True			UniProtKB unreviewed (TrEMBL)	0
W5PLW3	True			UniProtKB unreviewed (TrEMBL)	0
W5PM69	True			UniProtKB unreviewed (TrEMBL)	0
W5PNN2	True			UniProtKB unreviewed (TrEMBL)	0
W5PNX9	True			UniProtKB unreviewed (TrEMBL)	0
W5PP31	True			UniProtKB unreviewed (TrEMBL)	0
W5PP32	True			UniProtKB unreviewed (TrEMBL)	0
W5PQ07	True			UniProtKB unreviewed (TrEMBL)	0
W5PQA0	True			UniProtKB unreviewed (TrEMBL)	0
W5PSQ5	True			UniProtKB unreviewed (TrEMBL)	0
W5PUP3	True			UniProtKB unreviewed (TrEMBL)	0
W5PUT0	True			UniProtKB unreviewed (TrEMBL)	0
W5PVP1	True			UniProtKB unreviewed (TrEMBL)	0
W5PWB3	True			UniProtKB unreviewed (TrEMBL)	0
W5PY51	True			UniProtKB unreviewed (TrEMBL)	0
W5PY52	True			UniProtKB unreviewed (TrEMBL)	0
W5PY77	True			UniProtKB unreviewed (TrEMBL)	0
W5PZN2	True			UniProtKB unreviewed (TrEMBL)	0
W5PZT6	True			UniProtKB unreviewed (TrEMBL)	0
W5PZT7	True			UniProtKB unreviewed (TrEMBL)	0
W5Q0I4	True			UniProtKB unreviewed (TrEMBL)	0
W5Q0J9	True			UniProtKB unreviewed (TrEMBL)	0
W5Q140	True			UniProtKB unreviewed (TrEMBL)	0
W5Q1Y2	True			UniProtKB unreviewed (TrEMBL)	0
W5Q233	True			UniProtKB unreviewed (TrEMBL)	0
W5Q2L1	True			UniProtKB unreviewed (TrEMBL)	0
W5Q2T6	True			UniProtKB unreviewed (TrEMBL)	0
W5Q485	True			UniProtKB unreviewed (TrEMBL)	0
W5Q4P2	True			UniProtKB unreviewed (TrEMBL)	0
W5Q4W3	True			UniProtKB unreviewed (TrEMBL)	0
W5Q5E8	True			UniProtKB unreviewed (TrEMBL)	0
W5Q654	True			UniProtKB unreviewed (TrEMBL)	0
W5Q736	True			UniProtKB unreviewed (TrEMBL)	0
W5Q749	True			UniProtKB unreviewed (TrEMBL)	0
W5Q7H6	True			UniProtKB unreviewed (TrEMBL)	0
W5Q7I0	True			UniProtKB unreviewed (TrEMBL)	0
W5Q7J9	True			UniProtKB unreviewed (TrEMBL)	0
W5Q7U1	True			UniProtKB unreviewed (TrEMBL)	0
W5Q8H8	True			UniProtKB unreviewed (TrEMBL)	0
W5Q9X9	True			UniProtKB unreviewed (TrEMBL)	0
W5QBF7	True			UniProtKB unreviewed (TrEMBL)	0
W5QCK2	True			UniProtKB unreviewed (TrEMBL)	0
W5QCM7	True			UniProtKB unreviewed (TrEMBL)	0
W5QCP9	True			UniProtKB unreviewed (TrEMBL)	0
W5QD08	True			UniProtKB unreviewed (TrEMBL)	0
W5QDG8	True			UniProtKB unreviewed (TrEMBL)	0
W5QER5	True			UniProtKB unreviewed (TrEMBL)	0
W5QG88	True			UniProtKB unreviewed (TrEMBL)	0
W5QH45	True			UniProtKB unreviewed (TrEMBL)	0
W5QHB2	True			UniProtKB unreviewed (TrEMBL)	0
W5QHB5	True			UniProtKB unreviewed (TrEMBL)	0
W5QI35	True			UniProtKB unreviewed (TrEMBL)	0
W5QI43	True			UniProtKB unreviewed (TrEMBL)	0
W5QI56	True			UniProtKB unreviewed (TrEMBL)	0
W5QI89	True			UniProtKB unreviewed (TrEMBL)	0
A0A023W217	True			UniProtKB unreviewed (TrEMBL)	0
A0A077JCU9	True			UniProtKB unreviewed (TrEMBL)	0
A0A0M4P5Q3	True			UniProtKB unreviewed (TrEMBL)	0
A0A0S1TT01	True			UniProtKB unreviewed (TrEMBL)	0
A0A2P1BXW2	True			UniProtKB unreviewed (TrEMBL)	0
A0A2P1BXW3	True			UniProtKB unreviewed (TrEMBL)	0
A0A2V0A0D3	True			UniProtKB unreviewed (TrEMBL)	0
A0A2V0A0D9	True			UniProtKB unreviewed (TrEMBL)	0
A0A2V0A0S1	True			UniProtKB unreviewed (TrEMBL)	0
A0A2V0A0T1	True			UniProtKB unreviewed (TrEMBL)	0
A0A5J6CMU3	True			UniProtKB unreviewed (TrEMBL)	0
A0A5J6CN03	True			UniProtKB unreviewed (TrEMBL)	0
A0A5J6CPR0	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3CWK6	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3E4W2	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3E5W6	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3E776	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3E785	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3ECV3	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EFM0	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EGN3	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EIS3	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EJR5	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3EK71	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3ESB9	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3T972	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3TKQ5	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3TNJ3	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3YI83	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P3YL42	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7D4H5	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DAV0	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DSJ1	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DT15	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DXG9	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DYA2	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DYL6	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DZK6	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7DZM1	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7E2I0	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7E7E3	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7EIL1	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7ELR1	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7ELR6	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7EME7	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7EW70	True			UniProtKB unreviewed (TrEMBL)	0
A0A6P7EY83	True			UniProtKB unreviewed (TrEMBL)	0
A0A7D0NID9	True			UniProtKB unreviewed (TrEMBL)	0
A0A7S8IWZ6	True			UniProtKB unreviewed (TrEMBL)	0
A0A7S8IX74	True			UniProtKB unreviewed (TrEMBL)	0
A0A7S9XG64	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZF15	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZHN9	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZKA8	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZQA1	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZR10	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZS14	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZS32	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZS49	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZUJ8	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZUL6	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZV70	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZW78	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZWD2	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZWG1	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZWU2	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZYV1	True			UniProtKB unreviewed (TrEMBL)	0
A0A835ZZ30	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A0S6	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A1S0	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A2I6	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A2J7	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A6T4	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A7B8	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A7M5	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A7V6	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A7X0	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A805	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A895	True			UniProtKB unreviewed (TrEMBL)	0
A0A836A921	True			UniProtKB unreviewed (TrEMBL)	0
A0A836ACD7	True			UniProtKB unreviewed (TrEMBL)	0
A0A836ADN9	True			UniProtKB unreviewed (TrEMBL)	0
A0A836ADV2	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AET5	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AFD3	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AFF8	True			UniProtKB unreviewed (TrEMBL)	0
A0A836AG27	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CVY3	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CW98	True			UniProtKB unreviewed (TrEMBL)	0
A0A836CXW1	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D0B5	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D109	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D315	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D4D5	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D4Y8	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D6C2	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D6U1	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D7H8	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D7U6	True			UniProtKB unreviewed (TrEMBL)	0
A0A836D851	True			UniProtKB unreviewed (TrEMBL)	0
A0FKY8	True			UniProtKB unreviewed (TrEMBL)	0
A0N010	True			UniProtKB unreviewed (TrEMBL)	0
A0N012	True			UniProtKB unreviewed (TrEMBL)	0
A0SWL7	True			UniProtKB unreviewed (TrEMBL)	0
A0SWN3	True			UniProtKB unreviewed (TrEMBL)	0
A0SWN7	True			UniProtKB unreviewed (TrEMBL)	0
A0SWP1	True			UniProtKB unreviewed (TrEMBL)	0
A0SWP2	True			UniProtKB unreviewed (TrEMBL)	0
A0SWS2	True			UniProtKB unreviewed (TrEMBL)	0
A4ZVY9	True			UniProtKB unreviewed (TrEMBL)	0
A7LLW3	True			UniProtKB unreviewed (TrEMBL)	0
B9VQ09	True			UniProtKB unreviewed (TrEMBL)	0
B9VWZ0	True			UniProtKB unreviewed (TrEMBL)	0
D2K8N6	True			UniProtKB unreviewed (TrEMBL)	0
D4N532	True			UniProtKB unreviewed (TrEMBL)	0
D4N533	True			UniProtKB unreviewed (TrEMBL)	0
D4YW71	True			UniProtKB unreviewed (TrEMBL)	0
E2IQA4	True			UniProtKB unreviewed (TrEMBL)	0
E4WMC0	True			UniProtKB unreviewed (TrEMBL)	0
O19040	True			UniProtKB unreviewed (TrEMBL)	0
Q1WD37	True			UniProtKB unreviewed (TrEMBL)	0
Q1WLQ0	True			UniProtKB unreviewed (TrEMBL)	0
Q28563	True			UniProtKB unreviewed (TrEMBL)	0
Q2PUK9	True			UniProtKB unreviewed (TrEMBL)	0
Q307P6	True			UniProtKB unreviewed (TrEMBL)	0
Q30B90	True			UniProtKB unreviewed (TrEMBL)	0
Q30DQ6	True			UniProtKB unreviewed (TrEMBL)	0
Q3LUC8	True			UniProtKB unreviewed (TrEMBL)	0
Q3LUD0	True			UniProtKB unreviewed (TrEMBL)	0
Q3S4W3	True			UniProtKB unreviewed (TrEMBL)	0
Q5C9G1	True			UniProtKB unreviewed (TrEMBL)	0
Q6DKR0	True			UniProtKB unreviewed (TrEMBL)	0
Q6J275	True			UniProtKB unreviewed (TrEMBL)	0
Q6J648	True			UniProtKB unreviewed (TrEMBL)	0
Q7JJ26	True			UniProtKB unreviewed (TrEMBL)	0
Q8MJB9	True			UniProtKB unreviewed (TrEMBL)	0
Q8MJC1	True			UniProtKB unreviewed (TrEMBL)	0
Q99149	True			UniProtKB unreviewed (TrEMBL)	0
Q9BGL5	True			UniProtKB unreviewed (TrEMBL)	0
Q9GK32	True			UniProtKB unreviewed (TrEMBL)	0
Q9GK33	True			UniProtKB unreviewed (TrEMBL)	0
Q9GK34	True			UniProtKB unreviewed (TrEMBL)	0
W5NQL8	True			UniProtKB unreviewed (TrEMBL)	0
W5NRP8	True			UniProtKB unreviewed (TrEMBL)	0
W5NTJ5	True			UniProtKB unreviewed (TrEMBL)	0
W5NU42	True			UniProtKB unreviewed (TrEMBL)	0
W5NUB0	True			UniProtKB unreviewed (TrEMBL)	0
W5NVD8	True			UniProtKB unreviewed (TrEMBL)	0
W5NVS8	True			UniProtKB unreviewed (TrEMBL)	0
W5NVZ8	True			UniProtKB unreviewed (TrEMBL)	0
