protein_id,matrixdb_ecm,matrisome,species_ncbi,go_terms,keywords,dataset,interaction_count
P04924,True,,9986,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q8R5K5,True,,10116,Extracellular space,,Swiss-Prot,0
Q9CZJ1,True,,10090,Extracellular space,,Swiss-Prot,0
P23383,True,,9940,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q06600,True,Secreted Factors|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q5WR07,True,,9615,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q924B5,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9JMI7,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P62968,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
A0A0B4J234,True,,9606,Extracellular space,,Swiss-Prot,0
P01150,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P62969,True,,9940,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
O88413,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P46686,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9Z273,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P06871,True,,9615,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
O97557,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P12656,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
O57340,True,,9031,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q90627,True,,9031,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P54828,True,,9615,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q99N14,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q7KWT9,True,,44689,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q54SQ3,True,,44689,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P35577,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P22952,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P61288,True,,9823,Extracellular space,,Swiss-Prot,0
P04366,True,,9823,Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q80YX1,True,ECM Glycoproteins|Core matrisome,10090,Basement membrane|Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q29116,True,,9823,Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q9TT36,True,ECM Regulators|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P00978,True,ECM Regulators|Matrisome-associated,9913,Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q9QYV0,True,,10116,Extracellular space,,Swiss-Prot,0
Q8BX37,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
A5D6U8,True,,7955,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P61939,True,ECM Regulators|Matrisome-associated,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9TT35,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q63805,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P50450,True,,9940,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q54TG1,True,,44689,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P82460,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P08628,True,,9986,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P07361,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q60590,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q3UTY6,True,ECM Glycoproteins|Core matrisome,10090,Extracellular matrix|Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
O15736,True,,44689,Extracellular matrix,,Swiss-Prot,0
P23035,True,,9986,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
A8MTW9,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q6UY13,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P41540,True,,9986,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P06767,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q86JP8,True,,44689,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q54M38,True,,44689,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q2KJH6,True,ECM Regulators|Matrisome-associated,9913,Extracellular space,,Swiss-Prot,0
Q32LN4,True,,9913,Extracellular region,,Swiss-Prot,0
B0UYL8,True,,7955,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
A6QQ92,True,ECM Regulators|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q54J86,True,,44689,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q8VBZ0,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q00724,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P27485,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P06912,True,,9986,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q7TMD2,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q8K3U4,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q8R2I3,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q54X53,True,,44689,Extracellular matrix,,Swiss-Prot,0
P62892,True,,10090,Extracellular space,,Swiss-Prot,0
Q32ZG1,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q30KN3,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q54XX3,True,,44689,Extracellular matrix,,Swiss-Prot,0
Q32ZG2,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q30KN4,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
O35291,True,,10090,Extracellular space,,Swiss-Prot,0
Q32ZG3,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q8BGW9,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P15467,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q32ZG7,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q30KN8,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q8BVC1,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9JJH1,True,,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q32ZH2,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q30KP3,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
C0HKG5,True,,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
C0HKG6,True,,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
B8XY56,True,,7955,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q8K3I8,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q54CQ0,True,,44689,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P51456,True,,9986,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q54CP9,True,,44689,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q6AYH6,True,,10116,Extracellular region,,Swiss-Prot,0
B8JI71,True,,7955,Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q9GKA2,True,,9986,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P49157,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P07321,True,Secreted Factors|Matrisome-associated,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q2XNF5,True,,7955,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P33707,True,,9615,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P48617,True,Secreted Factors|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P62936,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9TTC6,True,,9986,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q8K1D8,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q6UWT2,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
A2VE22,True,,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q8C522,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q3TAS6,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q54CP8,True,,44689,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P00744,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P07522,True,,10116,Extracellular space,,Swiss-Prot,0
Q9CQW3,True,,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P97553,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q06AS9,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q3ZC64,True,,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q3ZBK2,True,,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
O35474,True,ECM Glycoproteins|Core matrisome,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9EPS2,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P68005,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9TR93,True,,9986,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P10631,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q54CP7,True,,44689,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q32ZH4,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q30KP5,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q32ZH5,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P06297,True,,9986,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q06220,True,,9615,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q90ZD5,True,Secreted Factors|Matrisome-associated,9031,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q09108,True,Secreted Factors|Matrisome-associated,9031,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P19070,True,,10090,Extracellular space,,Swiss-Prot,0
U3JAG9,True,,7955,Extracellular region,,Swiss-Prot,0
D3ZVN1,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P20826,True,,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q3UW21,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q29030,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P21581,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P01191,True,,9940,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P01194,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P79368,True,,9940,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P01192,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P10819,True,,44689,Extracellular matrix,,Swiss-Prot,0
O88745,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P01193,True,,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9Z0K6,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P0C2W8,True,,39053,Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q63148,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9W7J1,True,,7955,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9W686,True,,7955,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
O57472,True,,7955,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q98SV1,True,,7955,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q98SV0,True,,7955,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P97586,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q8R1U2,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9D9U9,True,,10090,Extracellular region,,Swiss-Prot,0
Q28132,True,Secreted Factors|Matrisome-associated,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q920C1,True,Secreted Factors|Matrisome-associated,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9Z1F1,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q2KIQ8,True,Secreted Factors|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q62713,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9TSZ6,True,,9615,Basement membrane|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q7M329,True,,9823,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9JHH5,True,Secreted Factors|Matrisome-associated,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9EQ00,True,,10090,Extracellular region,,Swiss-Prot,0
Q9D3W1,True,,10090,Extracellular region,,Swiss-Prot,0
A9QWQ1,True,Secreted Factors|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P50115,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P48973,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P28783,True,Secreted Factors|Matrisome-associated,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P17515,True,Secreted Factors|Matrisome-associated,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q5KSV9,True,,9615,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P50117,True,,9986,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q54QD9,True,,44689,Extracellular space,,Swiss-Prot,0
Q76LD0,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P19159,True,Secreted Factors|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P60902,True,Secreted Factors|Matrisome-associated,9913,Extracellular space,,Swiss-Prot,0
P27003,True,Secreted Factors|Matrisome-associated,9031,Extracellular space,,Swiss-Prot,0
P09611,True,Secreted Factors|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q558X5,True,,44689,Extracellular matrix,,Swiss-Prot,0
Q9JLL0,True,ECM Glycoproteins|Core matrisome,10090,Extracellular region,,Swiss-Prot,0
P24479,True,Secreted Factors|Matrisome-associated,9031,Extracellular space,,Swiss-Prot,0
Q7T3Q2,True,,7955,Extracellular region,,Swiss-Prot,0
P31950,True,,9823,Extracellular space,,Swiss-Prot,0
Q8AWW5,True,ECM Glycoproteins|Core matrisome,9031,Extracellular region,,Swiss-Prot,0
Q28557,True,,9940,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P05366,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P0DSO0,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q920A0,True,Proteoglycans|Core matrisome,10090,Extracellular matrix|Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
A0A2R8YFL7,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q62010,True,ECM-affiliated Proteins|Matrisome-associated,10090,Extracellular region,,Swiss-Prot,0
Q32KM8,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9R1T3,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P80067,True,,10116,Extracellular space,,Swiss-Prot,0
O97578,True,,9615,Extracellular space,,Swiss-Prot,0
Q3ZCJ8,True,ECM Regulators|Matrisome-associated,9913,Extracellular space,,Swiss-Prot,0
P98140,True,ECM Regulators|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P83205,True,,9940,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q80YC5,True,ECM Regulators|Matrisome-associated,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P00787,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
O97507,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P54654,True,,44689,Extracellular matrix,,Swiss-Prot,0
O88875,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q63471,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P07743,True,,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q8K4I4,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q5XW65,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P97361,True,,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q8SPU5,True,,9913,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
