protein_id,matrixdb_ecm,matrisome,species_ncbi,go_terms,keywords,dataset,interaction_count
P07353,True,Secreted Factors|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q6P734,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q7RTZ1,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q29056,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P34131,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q80VU4,True,,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q29052,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P28666,True,ECM Regulators|Matrisome-associated,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q6IE52,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q5EA61,True,,9913,Extracellular space,,Swiss-Prot,0
Q3U492,True,ECM Glycoproteins|Core matrisome,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P28840,True,,10116,Extracellular space,,Swiss-Prot,0
Q9GLR0,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9D2H2,True,,10090,Extracellular region,,Swiss-Prot,0
P56652,True,ECM Regulators|Matrisome-associated,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
O08692,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
O02668,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q2HJC0,True,,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q99KS2,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P56651,True,ECM Regulators|Matrisome-associated,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
B5DFC9,True,,10116,Basement membrane|Extracellular matrix|Extracellular space,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
P26890,True,,9986,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q29075,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
A6QLE5,True,,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q0VCM5,True,ECM Regulators|Matrisome-associated,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P80229,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q1JPB0,True,ECM Regulators|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q5SV42,True,ECM Regulators|Matrisome-associated,10090,Extracellular region|Extracellular space,,Swiss-Prot,0
Q8VHP7,True,ECM Regulators|Matrisome-associated,10090,Extracellular region|Extracellular space,,Swiss-Prot,0
Q4G075,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9JKV9,True,Secreted Factors|Matrisome-associated,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
O35049,True,,10116,Extracellular region,,Swiss-Prot,0
F1QG30,True,,7955,Extracellular region,,Swiss-Prot,0
P25086,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
D6MZJ6,True,,10090,Extracellular region,,Swiss-Prot,0
Q9TRG2,True,,9986,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9QYY1,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
A0A0C5B5G6,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q812F3,True,ECM Regulators|Matrisome-associated,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q86AV9,True,,44689,Extracellular matrix|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
B1B212,True,,10090,Extracellular space,,Swiss-Prot,0
P54671,True,,44689,Extracellular matrix,,Swiss-Prot,0
Q08392,True,,9031,Extracellular space,,Swiss-Prot,0
P08568,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9EPI2,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9JJT2,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q54F49,True,,44689,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q54FG2,True,,44689,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q54YY8,True,,44689,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q09324,True,,10090,Extracellular space,,Swiss-Prot,0
O02686,True,,9940,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P04563,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P01351,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P48757,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q62086,True,,10090,Extracellular region,,Swiss-Prot,0
Q28749,True,,9986,Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
P11722,True,ECM Glycoproteins|Core matrisome,9031,Basement membrane|Extracellular matrix|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q28275,True,,9615,Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q62087,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q1HCM0,True,Secreted Factors|Matrisome-associated,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9BGN0,True,,9986,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9QY10,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
O70514,True,Secreted Factors|Matrisome-associated,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9MZ06,True,Secreted Factors|Matrisome-associated,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9QXC1,True,,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q6XPU4,True,,10116,Extracellular space,,Swiss-Prot,0
A0A0B4J1G0,True,,10090,Extracellular space,,Swiss-Prot,0
Q9GLP1,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
B1B213,True,,10090,Extracellular space,,Swiss-Prot,0
Q1LW01,True,,7955,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
O35453,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q61646,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q7M761,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q28042,True,ECM-affiliated Proteins|Matrisome-associated,9913,Extracellular region,,Swiss-Prot,0
Q76HM9,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P0DP08,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
F1N152,True,ECM Regulators|Matrisome-associated,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
O09046,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q8C165,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P83500,True,,9940,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P36415,True,,44689,Extracellular matrix,,Swiss-Prot,0
P0DMW1,True,,10116,Extracellular space,,Swiss-Prot,0
P19007,True,,9986,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P83499,True,,9940,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P83494,True,,9940,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q6V9H4,True,,9986,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q61282,True,Proteoglycans|Core matrisome,10090,Basement membrane|Extracellular matrix|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q9EQT1,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9GMY6,True,,9615,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P00791,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P19006,True,,9615,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q8SQ41,True,,9615,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q2TBU0,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P51524,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P51525,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9YH06,True,,9031,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q6YKA4,True,,9615,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q28343,True,,9615,Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
P07898,True,Proteoglycans|Core matrisome,9031,Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
P10103,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P05124,True,,9615,Extracellular space,,Swiss-Prot,0
O18845,True,,9940,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P97682,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
A0A075B6J6,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q62609,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q3ZCL3,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q28019,True,ECM Glycoproteins|Core matrisome,9913,Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
P25427,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q29074,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P01181,True,,9940,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
O35806,True,,10116,Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
P01186,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P01183,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q8BUE7,True,ECM-affiliated Proteins|Matrisome-associated,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q6PZE0,True,ECM-affiliated Proteins|Matrisome-associated,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q7Z5P9,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P98091,True,ECM-affiliated Proteins|Matrisome-associated,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9EPF2,True,,10116,Extracellular space,,Swiss-Prot,0
Q8R2Y2,True,,10090,Extracellular space,,Swiss-Prot,0
P97580,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
A0A075B6J2,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
O02826,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P01728,True,,10090,Extracellular space,,Swiss-Prot,0
O08540,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P28863,True,,9986,Extracellular matrix|Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
P01729,True,,10090,Extracellular space,,Swiss-Prot,0
P01715,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
A0A075B6K4,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P28862,True,ECM Regulators|Matrisome-associated,10090,Extracellular matrix|Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
A0A075B6K2,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
A0A075B6K0,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q6Y4Q5,True,,9615,Extracellular matrix|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
P33436,True,,10116,Extracellular matrix|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q9CXD9,True,,10090,Extracellular matrix|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q568Y7,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P63056,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
O70156,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q8K2A6,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P83286,True,,9615,Extracellular matrix|Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q3U4B4,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P58874,True,Proteoglycans|Core matrisome,9913,Extracellular matrix|Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
G5E8D7,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
A0A2R8YFM6,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q4FZG8,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P23132,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q925U0,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
A8MZH6,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q29191,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P10758,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q2Q0J1,True,,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9XTA8,True,,9986,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P63057,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9TTK7,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
A6H737,True,ECM Regulators|Matrisome-associated,9913,Basement membrane|Extracellular space,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q8K1H9,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
E1C3U7,True,ECM Regulators|Matrisome-associated,9031,Basement membrane|Extracellular space,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
A2AEP0,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9D3H2,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
B5DF27,True,,10116,Basement membrane|Extracellular space,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
O08957,True,,10116,Extracellular space,,Swiss-Prot,0
Q8MJ24,True,ECM Regulators|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P0C0P7,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P0C0P8,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P0C0P6,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P0C0P5,True,,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P50757,True,,9986,Extracellular matrix|Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
P01718,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P01632,True,,10090,Extracellular space,,Swiss-Prot,0
A0A0A0MS00,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q6MG53,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q8K1T4,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q8NDX9,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P70202,True,,10090,Extracellular space,,Swiss-Prot,0
P80177,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P0C0T0,True,,10116,Extracellular region,,Swiss-Prot,0
Q08731,True,ECM-affiliated Proteins|Matrisome-associated,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P43137,True,ECM-affiliated Proteins|Matrisome-associated,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q02960,True,,9031,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
A7E3W2,True,,9913,Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
P57785,True,Secreted Factors|Matrisome-associated,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P34884,True,,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P80928,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P50596,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q29406,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9JLI3,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P03976,True,,10090,Extracellular space,,Swiss-Prot,0
P01629,True,,10090,Extracellular space,,Swiss-Prot,0
P01628,True,,10090,Extracellular space,,Swiss-Prot,0
P01627,True,,10090,Extracellular space,,Swiss-Prot,0
O62820,True,,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P01626,True,,10090,Extracellular space,,Swiss-Prot,0
P19863,True,,9615,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9PRP6,True,,9031,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P06310,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P01307,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
A0A0C4DH68,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P27114,True,,9986,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P01618,True,,9615,Extracellular space,,Swiss-Prot,0
Q9XSV5,True,,9615,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q8K1T5,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9Z0M4,True,,10116,Extracellular space,,Swiss-Prot,0
P12069,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
A0A075B6K5,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q90611,True,ECM Regulators|Matrisome-associated,9031,Basement membrane|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q9GLE5,True,ECM Regulators|Matrisome-associated,9913,Extracellular matrix|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q3U435,True,ECM Regulators|Matrisome-associated,10090,Extracellular matrix|Extracellular space,,Swiss-Prot,0
A0A075B6K6,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
A0A075B6H9,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q99PW6,True,,10116,Extracellular matrix|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
A0A075B6J1,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
A0A0G2JS06,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
A0A087WSX0,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9R0S2,True,ECM Regulators|Matrisome-associated,10090,Extracellular matrix|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
P12068,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q05820,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q54YF7,True,,44689,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
O02839,True,,9823,Extracellular space,,Swiss-Prot,0
Q9TUN1,True,,9940,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P16973,True,,9986,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q6UX82,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
A2VE33,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
D3ZTT2,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P80190,True,,9940,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q55ER0,True,,44689,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q54YC4,True,,44689,Extracellular matrix,,Swiss-Prot,0
P41317,True,ECM-affiliated Proteins|Matrisome-associated,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q8BPP5,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9XSW3,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
O88174,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q8CHN2,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q28107,True,,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
A0A1B0GVD1,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
A0A1B0GTK4,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P20757,True,,9940,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P02663,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P04653,True,,9940,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q8BMS2,True,ECM Glycoproteins|Core matrisome,10090,Extracellular matrix|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q9WV75,True,,10116,Extracellular matrix|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
P02661,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P09115,True,,9986,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P39035,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q866X6,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
O70354,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P24054,True,,10116,Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
A1L0T3,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q866X7,True,,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P98167,True,ECM Glycoproteins|Core matrisome,9913,Extracellular matrix|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q2PC93,True,ECM Glycoproteins|Core matrisome,9031,Extracellular matrix|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q2VL90,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q0Q236,True,ECM Glycoproteins|Core matrisome,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q3UW26,True,ECM Glycoproteins|Core matrisome,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q8CG65,True,ECM Glycoproteins|Core matrisome,10090,Extracellular matrix|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P14082,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
O13153,True,,9031,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q99MQ4,True,Proteoglycans|Core matrisome,10090,Extracellular matrix|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
P56677,True,ECM Regulators|Matrisome-associated,10090,Extracellular space,,Swiss-Prot,0
Q6AYE8,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9Z0L2,True,Secreted Factors|Matrisome-associated,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
O42364,True,,7955,Extracellular matrix|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
P23593,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P37153,True,,9986,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P51910,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q32KY0,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P39036,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P50419,True,,9986,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P04654,True,,9940,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P10146,True,Secreted Factors|Matrisome-associated,10090,Extracellular space,,Swiss-Prot,0
E9Q7R9,True,,10090,Extracellular region,,Swiss-Prot,0
P0C854,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q3V2D2,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q3T146,True,,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q68A93,True,,9615,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9JKC0,True,Secreted Factors|Matrisome-associated,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q68Y86,True,,9615,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9N1X4,True,,9823,Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
O88430,True,Secreted Factors|Matrisome-associated,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P97884,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q91035,True,Secreted Factors|Matrisome-associated,9031,Extracellular region|Extracellular space,,Swiss-Prot,0
O89093,True,Secreted Factors|Matrisome-associated,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q8SQB1,True,Secreted Factors|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
O70460,True,Secreted Factors|Matrisome-associated,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
F1NV61,True,,9031,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
I3L3R5,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q90686,True,ECM Regulators|Matrisome-associated,9031,Extracellular space,,Swiss-Prot,0
P13432,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q3ZKN1,True,,9615,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q5E968,True,ECM Regulators|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
O09133,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
O35982,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
O35985,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P79125,True,,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q63088,True,,10116,Extracellular space,,Swiss-Prot,0
Q9GLX9,True,ECM Glycoproteins|Core matrisome,9913,Extracellular matrix|Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q9R014,True,ECM Regulators|Matrisome-associated,10090,Extracellular space,,Swiss-Prot,0
Q9W770,True,ECM Glycoproteins|Core matrisome,9031,Extracellular matrix|Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
P18648,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P11859,True,ECM Regulators|Matrisome-associated,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q5T1H1,True,ECM Glycoproteins|Core matrisome,9606,,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
P82535,True,,9986,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P22726,True,Secreted Factors|Matrisome-associated,10090,Extracellular matrix|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q92050,True,,7955,Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q6ECK6,True,,9986,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9QXQ7,True,,10116,Extracellular matrix|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q8CH01,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q27Q52,True,,9986,Extracellular matrix|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q01501,True,,44689,Extracellular matrix,,Swiss-Prot,0
P23563,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
